CATEGORY,BRAND,MODEL,MRP,TOTAL TENURE,ADVANCE EMI,DBD,PF,ROI,FIXED EMI,MIN L,MAX L,EXPIRY,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 12+256 POCO Yellow #61937 25999,25999,10,2,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 12+256 POCO Yellow #61937 25999,25999,8,2,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 12+256 POCO Yellow #61937 25999,25999,10,3,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 12+256 POCO Yellow #61937 25999,25999,12,4,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 Nebula Green #61931 23999,23999,7,1,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 Nebula Green #61931 23999,23999,10,2,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 Nebula Green #61931 23999,23999,8,2,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 Nebula Green #61931 23999,23999,10,3,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 Nebula Green #61931 23999,23999,12,4,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 Obsidian Black #61932 23999,23999,7,1,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 Obsidian Black #61932 23999,23999,10,2,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 Obsidian Black #61932 23999,23999,8,2,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 Obsidian Black #61932 23999,23999,10,3,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 Obsidian Black #61932 23999,23999,12,4,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 POCO Yellow #61933 23999,23999,7,1,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 POCO Yellow #61933 23999,23999,10,2,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 POCO Yellow #61933 23999,23999,8,2,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 POCO Yellow #61933 23999,23999,10,3,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),POCO,POCO X7 5G Pro 8+256 POCO Yellow #61933 23999,23999,12,4,1.5,399,,,,,,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Fluid Silver 8+128) # 6941764434646 30999,30999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Fluid Silver 8+128) # 6941764434646 30999,30999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Fluid Silver 8+128) # 6941764434646 30999,30999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Razor Green 8+128) # 6941764434653 30999,30999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Razor Green 8+128) # 6941764434653 30999,30999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Razor Green 8+128) # 6941764434653 30999,30999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Razor Green 8+256) # 6941764434660 32999,32999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Razor Green 8+256) # 6941764434660 32999,32999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Razor Green 8+256) # 6941764434660 32999,32999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Fluid Silver 8+256)  # 6941764434677 32999,32999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Fluid Silver 8+256)  # 6941764434677 32999,32999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Fluid Silver 8+256)  # 6941764434677 32999,32999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Fluid Silver 12+256) # 6941764434684 35999,35999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Fluid Silver 12+256) # 6941764434684 35999,35999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Fluid Silver 12+256) # 6941764434684 35999,35999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Razor Green 12+256) # 6941764434691 35999,35999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Razor Green 12+256) # 6941764434691 35999,35999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Razor Green 12+256) # 6941764434691 35999,35999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T  (Razor Green 12+512) # 6941764434707 39999,39999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T  (Razor Green 12+512) # 6941764434707 39999,39999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T  (Razor Green 12+512) # 6941764434707 39999,39999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Fluid Silver 12+512) # 6941764434714 39999,39999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Fluid Silver 12+512) # 6941764434714 39999,39999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Fluid Silver 12+512) # 6941764434714 39999,39999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Razor Green 8+256) # 6941764438699 35999,35999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Razor Green 8+256) # 6941764438699 35999,35999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Razor Green 8+256) # 6941764438699 35999,35999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Fluid Silver 8+256) # 6941764433496 35999,35999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Fluid Silver 8+256) # 6941764433496 35999,35999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Fluid Silver 8+256) # 6941764433496 35999,35999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Razor Green 12+256) # 6941764435735 37999,37999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Razor Green 12+256) # 6941764435735 37999,37999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Razor Green 12+256) # 6941764435735 37999,37999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Fluid Silver 12+256) # 6941764435704 37999,37999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Fluid Silver 12+256) # 6941764435704 37999,37999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Fluid Silver 12+256) # 6941764435704 37999,37999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Razor Green 16+512) # 6941764435742 39999,39999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Razor Green 16+512) # 6941764435742 39999,39999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Razor Green 16+512) # 6941764435742 39999,39999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Fluid Silver 16+512) # 6941764435711 39999,39999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Fluid Silver 16+512) # 6941764435711 39999,39999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6 (Fluid Silver 16+512) # 6941764435711 39999,39999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Miracle Purple 8+128) # 6941764443075 30999,30999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Miracle Purple 8+128) # 6941764443075 30999,30999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Miracle Purple 8+128) # 6941764443075 30999,30999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Miracle Purple 8+256) # 6941764443082 32999,32999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Miracle Purple 8+256) # 6941764443082 32999,32999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Miracle Purple 8+256) # 6941764443082 32999,32999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Miracle Purple 12+256) # 6941764443099 35999,35999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Miracle Purple 12+256) # 6941764443099 35999,35999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Miracle Purple 12+256) # 6941764443099 35999,35999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Miracle Purple 12+512) # 6941764443105 39999,39999,6,0,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Miracle Purple 12+512) # 6941764443105 39999,39999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 6T (Miracle Purple 12+512) # 6941764443105 39999,39999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Galaxy Grey (12+256) # 6941764447691 50999,50999,8,0,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Galaxy Grey (12+256) # 6941764447691 50999,50999,10,1,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Galaxy Grey (12+256) # 6941764447691 50999,50999,8,2,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Galaxy Grey (12+256) # 6941764447691 50999,50999,10,3,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Galaxy Grey (12+256) # 6941764447691 50999,50999,15,5,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Galaxy Grey (16+512) # 6941764447783 55999,55999,8,0,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Galaxy Grey (16+512) # 6941764447783 55999,55999,10,1,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Galaxy Grey (16+512) # 6941764447783 55999,55999,8,2,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Galaxy Grey (16+512) # 6941764447783 55999,55999,10,3,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Galaxy Grey (16+512) # 6941764447783 55999,55999,15,5,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Mars Orange (12+256) # 6941764447684 50999,50999,8,0,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Mars Orange (12+256) # 6941764447684 50999,50999,10,1,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Mars Orange (12+256) # 6941764447684 50999,50999,8,2,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Mars Orange (12+256) # 6941764447684 50999,50999,10,3,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Mars Orange (12+256) # 6941764447684 50999,50999,15,5,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Mars Orange (16+512) # 6941764447790 55999,55999,8,0,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Mars Orange (16+512) # 6941764447790 55999,55999,10,1,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Mars Orange (16+512) # 6941764447790 55999,55999,8,2,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Mars Orange (16+512) # 6941764447790 55999,55999,10,3,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme GT 7 Pro Mars Orange (16+512) # 6941764447790 55999,55999,15,5,1.5,699,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro 5G (Suede Grey 8+128) # 6941764452268 24999,24999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro 5G (Suede Grey 8+128) # 6941764452268 24999,24999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro 5G (Jaipur Pink 8+128) # 6941764453500 24999,24999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro 5G (Jaipur Pink 8+128) # 6941764453500 24999,24999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro 5G (Pearl White 8+128) # 6941764452299 24999,24999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro 5G (Pearl White 8+128) # 6941764452299 24999,24999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro 5G (Suede Grey 8+256) # 6941764452275 26999,26999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro 5G (Suede Grey 8+256) # 6941764452275 26999,26999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro 5G (Jaipur Pink 8+256) # 6941764453517 26999,26999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro 5G (Jaipur Pink 8+256) # 6941764453517 26999,26999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro 5G (Pearl White 8+256) # 6941764452305 26999,26999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro 5G (Pearl White 8+256) # 6941764452305 26999,26999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Suede Grey 8+128) # 6941764452466 29999,29999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Suede Grey 8+128) # 6941764452466 29999,29999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Bikaner Purple 8+128) # 6941764452534 29999,29999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Bikaner Purple 8+128) # 6941764452534 29999,29999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Pearl White 8+128) # 6941764452541 29999,29999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Pearl White 8+128) # 6941764452541 29999,29999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Suede Grey 8+256) # 6941764452473 31999,31999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Suede Grey 8+256) # 6941764452473 31999,31999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Bikaner Purple 8+256) # 6941764452527 31999,31999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Bikaner Purple 8+256) # 6941764452527 31999,31999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Pearl White 8+256) # 6941764452558 31999,31999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Pearl White 8+256) # 6941764452558 31999,31999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Suede Grey 12+256) # 6941764452480 34999,34999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Suede Grey 12+256) # 6941764452480 34999,34999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Bikaner Purple 12+256) # 6941764452510 34999,34999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Bikaner Purple 12+256) # 6941764452510 34999,34999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Pearl White 12+256) # 6941764452565 34999,34999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G (Pearl White 12+256) # 6941764452565 34999,34999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro Lite 5G (Glass Gold 8+128) # 6941764454729 21999,21999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro Lite 5G (Glass Gold 8+128) # 6941764454729 21999,21999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro Lite 5G (Glass Purple 8+128) # 6941764454736 21999,21999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro Lite 5G (Glass Purple 8+128) # 6941764454736 21999,21999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro Lite 5G (Glass Gold 8+256) # 6941764454750 23999,23999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro Lite 5G (Glass Gold 8+256) # 6941764454750 23999,23999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro Lite 5G (Glass Purple 8+256) # 6941764454767 23999,23999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro Lite 5G (Glass Purple 8+256) # 6941764454767 23999,23999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G 512GB 12GB Suede Grey 6941764452497 37999,37999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G 512GB 12GB Suede Grey 6941764452497 37999,37999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G 512GB 12GB Bikaner Purple 6941764452503 37999,37999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G 512GB 12GB Bikaner Purple 6941764452503 37999,37999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G 512GB 12GB Pearl White 6941764452572 37999,37999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14 Pro+ 5G 512GB 12GB Pearl White 6941764452572 37999,37999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra 5G Neptune Blue (8+128) # 6941764458864 25999,25999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra 5G Neptune Blue (8+128) # 6941764458864 25999,25999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra 5G Orion Red (8+128) # 6941764458871 25999,25999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra 5G Orion Red (8+128) # 6941764458871 25999,25999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra Glowing Lunar White (8+128 # 6941764458888 25999,25999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra Glowing Lunar White (8+128 # 6941764458888 25999,25999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra Glowing Lunar White (8+256) # 6941764458895 28999,28999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra Glowing Lunar White (8+256) # 6941764458895 28999,28999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra 5G Orion Red (8+256) # 6941764458901 28999,28999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra 5G Orion Red (8+256) # 6941764458901 28999,28999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra 5G Neptune Blue (8+256) # 6941764458918 28999,28999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra 5G Neptune Blue (8+256) # 6941764458918 28999,28999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra 5G Neptune Blue (12+256) # 6941764458925 31999,31999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra 5G Neptune Blue (12+256) # 6941764458925 31999,31999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra 5G Orion Red (12+256) # 6941764458932 31999,31999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra 5G Orion Red (12+256) # 6941764458932 31999,31999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra Glowing Lunar White (12+256) # 6941764458949 31999,31999,8,2,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme P3 Ultra Glowing Lunar White (12+256) # 6941764458949 31999,31999,10,3,1.5,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14T 5G (Surf Green 8+128) # 6941764460744 17999,17999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14T 5G (Surf Green 8+128) # 6941764460744 17999,17999,10,3,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),REALME,realme 14T 5G (Lightning Purple 8+128) # 6941764460713 17999,17999,8,2,1.5,499,,,,,31-07-2026,,,,,,,,,,,,,
